i	j	fold	type
75	85	0	n
76	85	0	n
77	85	0	n
78	85	0	n
79	85	0	n
80	85	0	n
81	85	0	n
82	85	0	n
83	85	0	n
84	85	0	n
24	86	0	n
26	86	0	n
28	86	0	n
29	86	0	n
30	86	0	n
32	86	0	n
33	86	0	n
34	86	0	n
35	86	0	n
36	86	0	n
37	86	0	n
38	86	0	n
39	86	0	n
44	86	0	n
45	86	0	n
46	86	0	n
48	86	0	n
49	86	0	n
50	86	0	n
53	86	0	n
54	86	0	n
55	86	0	n
56	86	0	n
58	86	0	n
59	86	0	n
60	86	1	down
61	86	0	n
62	86	0	n
63	86	0	n
64	86	0	n
65	86	0	n
66	86	0	n
67	86	0	n
68	86	0	n
69	86	0	n
70	86	0	n
71	86	0	n
72	86	0	n
73	86	0	n
74	86	0	n
75	86	0	n
76	86	0	n
77	86	0	n
78	86	0	n
79	86	0	n
80	86	0	n
81	86	0	n
82	86	0	n
83	86	0	n
84	86	0	n
85	86	0	n
25	87	0	n
26	87	0	n
27	87	0	n
28	87	0	n
29	87	0	n
30	87	0	n
31	87	0	n
34	87	0	n
36	87	0	n
37	87	0	n
38	87	0	n
40	87	0	n
42	87	0	n
48	87	0	n
49	87	0	n
50	87	0	n
51	87	0	n
53	87	0	n
55	87	0	n
56	87	0	n
57	87	0	n
58	87	0	n
59	87	0	n
60	87	0	n
61	87	0	n
62	87	0	n
63	87	0	n
64	87	0	n
65	87	0	n
66	87	0	n
67	87	0	n
68	87	0	n
69	87	0	n
70	87	0	n
71	87	0	n
72	87	0	n
73	87	0	n
74	87	0	n
75	87	0	n
76	87	0	n
77	87	0	n
78	87	0	n
79	87	0	n
80	87	0	n
81	87	0	n
82	87	0	n
83	87	0	n
84	87	0	n
85	87	0	n
86	87	0	n
26	88	0	n
28	88	0	n
30	88	0	n
33	88	0	n
35	88	0	n
36	88	0	n
37	88	0	n
44	88	0	n
45	88	0	n
48	88	0	n
50	88	0	n
51	88	0	n
52	88	0	n
53	88	0	n
54	88	0	n
55	88	0	n
56	88	0	n
58	88	0	n
59	88	0	n
61	88	0	n
62	88	0	n
63	88	0	n
64	88	0	n
65	88	0	n
66	88	0	n
67	88	0	n
68	88	0	n
69	88	0	n
70	88	0	n
71	88	0	n
72	88	0	n
73	88	0	n
74	88	0	n
75	88	0	n
76	88	0	n
77	88	0	n
78	88	0	n
79	88	0	n
80	88	0	n
81	88	0	n
82	88	0	n
83	88	0	n
84	88	0	n
85	88	0	n
86	88	0	n
87	88	0	n
16	89	0	n
26	89	0	n
28	89	0	n
29	89	0	n
30	89	0	n
31	89	0	n
32	89	0	n
33	89	0	n
34	89	0	n
35	89	0	n
36	89	0	n
38	89	0	n
39	89	0	n
40	89	0	n
44	89	0	n
46	89	0	n
48	89	0	n
49	89	0	n
52	89	0	n
58	89	0	n
59	89	0	n
61	89	0	n
62	89	0	n
63	89	0	n
64	89	0	n
65	89	0	n
66	89	0	n
67	89	0	n
68	89	0	n
69	89	0	n
70	89	0	n
71	89	0	n
72	89	0	n
73	89	0	n
74	89	0	n
75	89	0	n
76	89	0	n
77	89	0	n
78	89	0	n
79	89	0	n
80	89	0	n
81	89	0	n
82	89	0	n
83	89	0	n
84	89	0	n
85	89	0	n
86	89	0	n
87	89	0	n
88	89	0	n
23	90	0	n
24	90	0	n
25	90	0	n
27	90	0	n
29	90	0	n
30	90	0	n
32	90	0	n
34	90	0	n
35	90	0	n
36	90	0	n
37	90	0	n
38	90	0	n
39	90	0	n
43	90	0	n
44	90	0	n
48	90	0	n
49	90	0	n
50	90	0	n
51	90	0	n
52	90	0	n
54	90	0	n
55	90	0	n
56	90	0	n
59	90	0	n
60	90	0	n
61	90	0	n
62	90	0	n
65	90	0	n
66	90	0	n
67	90	0	n
68	90	0	n
69	90	0	n
70	90	0	n
71	90	0	n
72	90	0	n
73	90	0	n
74	90	0	n
75	90	0	n
76	90	0	n
77	90	0	n
78	90	0	n
79	90	0	n
80	90	0	n
81	90	0	n
82	90	0	n
83	90	0	n
84	90	0	n
85	90	0	n
86	90	0	n
87	90	0	n
88	90	0	n
89	90	0	n
26	91	0	n
27	91	0	n
28	91	0	n
29	91	0	n
30	91	0	n
31	91	0	n
32	91	0	n
34	91	0	n
35	91	0	n
37	91	0	n
38	91	0	n
39	91	0	n
40	91	0	n
42	91	0	n
44	91	0	n
48	91	0	n
49	91	0	n
50	91	0	n
51	91	0	n
52	91	0	n
53	91	0	n
54	91	0	n
55	91	0	n
57	91	0	n
59	91	0	n
62	91	0	n
63	91	0	n
65	91	0	n
66	91	0	n
67	91	0	n
68	91	0	n
69	91	0	n
70	91	0	n
71	91	0	n
72	91	0	n
73	91	0	n
74	91	0	n
75	91	0	n
76	91	0	n
77	91	0	n
78	91	0	n
79	91	0	n
80	91	0	n
81	91	0	n
82	91	0	n
83	91	0	n
84	91	0	n
85	91	0	n
86	91	0	n
87	91	0	n
88	91	0	n
89	91	0	n
90	91	0	n
26	92	0	n
27	92	0	n
28	92	0	n
29	92	0	n
31	92	0	n
32	92	0	n
33	92	0	n
35	92	0	n
36	92	0	n
38	92	0	n
46	92	0	n
47	92	0	n
49	92	0	n
50	92	0	n
51	92	0	n
52	92	0	n
53	92	0	n
55	92	0	n
56	92	0	n
59	92	0	n
60	92	0	n
61	92	1	up
63	92	0	n
64	92	0	n
65	92	0	n
66	92	0	n
67	92	0	n
68	92	0	n
69	92	0	n
70	92	0	n
71	92	0	n
72	92	0	n
73	92	0	n
74	92	0	n
75	92	0	n
76	92	0	n
77	92	0	n
78	92	0	n
79	92	0	n
80	92	0	n
81	92	0	n
82	92	0	n
83	92	0	n
84	92	0	n
85	92	0	n
86	92	0	n
87	92	0	n
88	92	0	n
89	92	0	n
90	92	0	n
91	92	0	n
20	93	0	n
26	93	0	n
27	93	0	n
28	93	0	n
29	93	0	n
30	93	0	n
31	93	0	n
32	93	0	n
33	93	0	n
34	93	0	n
35	93	0	n
36	93	0	n
37	93	0	n
42	93	0	n
45	93	0	n
47	93	0	n
48	93	0	n
49	93	0	n
50	93	0	n
52	93	0	n
53	93	0	n
54	93	0	n
55	93	0	n
56	93	0	n
57	93	0	n
60	93	0	n
61	93	0	n
62	93	0	n
63	93	0	n
64	93	0	n
65	93	0	n
66	93	0	n
67	93	0	n
68	93	1	down
69	93	0	n
70	93	0	n
71	93	0	n
72	93	0	n
73	93	0	n
74	93	0	n
75	93	0	n
76	93	0	n
77	93	0	n
78	93	0	n
79	93	0	n
80	93	0	n
81	93	0	n
82	93	0	n
83	93	0	n
84	93	0	n
85	93	0	n
86	93	0	n
87	93	0	n
88	93	0	n
89	93	0	n
90	93	1	up
91	93	0	n
92	93	0	n
28	94	0	n
29	94	0	n
30	94	0	n
32	94	0	n
34	94	0	n
35	94	0	n
36	94	0	n
37	94	0	n
39	94	0	n
43	94	0	n
44	94	0	n
47	94	0	n
48	94	0	n
49	94	0	n
50	94	0	n
51	94	0	n
52	94	0	n
53	94	0	n
54	94	0	n
55	94	0	n
56	94	0	n
57	94	0	n
61	94	0	n
62	94	0	n
63	94	0	n
64	94	0	n
65	94	0	n
66	94	0	n
67	94	0	n
68	94	0	n
69	94	0	n
70	94	0	n
71	94	0	n
72	94	0	n
73	94	0	n
74	94	0	n
75	94	0	n
76	94	0	n
77	94	0	n
78	94	0	n
79	94	0	n
80	94	0	n
81	94	0	n
82	94	0	n
83	94	0	n
84	94	0	n
85	94	0	n
86	94	0	n
87	94	0	n
88	94	0	n
89	94	0	n
90	94	0	n
91	94	0	n
92	94	0	n
93	94	0	n
26	95	0	n
27	95	0	n
28	95	0	n
29	95	0	n
30	95	0	n
31	95	0	n
32	95	0	n
33	95	0	n
34	95	0	n
35	95	0	n
36	95	0	n
39	95	0	n
46	95	0	n
47	95	0	n
48	95	0	n
49	95	0	n
50	95	0	n
52	95	0	n
53	95	0	n
55	95	0	n
56	95	0	n
58	95	0	n
59	95	0	n
60	95	0	n
61	95	0	n
62	95	0	n
63	95	0	n
64	95	0	n
65	95	0	n
66	95	0	n
67	95	0	n
68	95	0	n
69	95	0	n
70	95	0	n
71	95	0	n
72	95	0	n
73	95	0	n
74	95	0	n
75	95	0	n
76	95	0	n
77	95	0	n
78	95	0	n
79	95	0	n
80	95	0	n
81	95	0	n
82	95	0	n
83	95	0	n
84	95	0	n
85	95	0	n
86	95	0	n
87	95	0	n
88	95	0	n
89	95	0	n
90	95	0	n
91	95	0	n
92	95	0	n
93	95	0	n
94	95	0	n
22	96	0	n
26	96	0	n
27	96	0	n
28	96	0	n
32	96	0	n
33	96	0	n
34	96	0	n
35	96	0	n
36	96	0	n
37	96	0	n
38	96	0	n
39	96	0	n
44	96	0	n
46	96	0	n
47	96	0	n
49	96	0	n
50	96	0	n
51	96	0	n
53	96	0	n
55	96	0	n
59	96	0	n
60	96	0	n
62	96	0	n
65	96	0	n
66	96	0	n
67	96	0	n
68	96	0	n
69	96	0	n
70	96	0	n
71	96	0	n
72	96	0	n
73	96	0	n
74	96	0	n
75	96	0	n
76	96	0	n
77	96	0	n
78	96	0	n
79	96	0	n
80	96	0	n
81	96	0	n
82	96	0	n
83	96	0	n
84	96	0	n
85	96	0	n
86	96	0	n
87	96	0	n
88	96	0	n
89	96	0	n
90	96	0	n
91	96	0	n
92	96	0	n
93	96	0	n
94	96	0	n
95	96	0	n
26	97	0	n
27	97	0	n
30	97	0	n
31	97	0	n
33	97	0	n
34	97	0	n
35	97	0	n
36	97	0	n
40	97	0	n
42	97	0	n
44	97	0	n
45	97	0	n
48	97	0	n
49	97	0	n
50	97	0	n
51	97	0	n
52	97	0	n
55	97	0	n
56	97	0	n
57	97	0	n
58	97	0	n
61	97	0	n
62	97	0	n
64	97	0	n
65	97	0	n
66	97	0	n
67	97	0	n
69	97	0	n
70	97	0	n
71	97	0	n
72	97	0	n
73	97	0	n
74	97	0	n
75	97	0	n
76	97	0	n
77	97	0	n
78	97	0	n
79	97	0	n
80	97	0	n
81	97	0	n
82	97	0	n
83	97	0	n
84	97	0	n
85	97	0	n
86	97	0	n
87	97	0	n
88	97	0	n
89	97	0	n
90	97	0	n
91	97	0	n
92	97	0	n
93	97	0	n
94	97	0	n
95	97	0	n
96	97	0	n
16	98	0	n
26	98	0	n
31	98	0	n
33	98	0	n
34	98	0	n
35	98	0	n
36	98	0	n
44	98	0	n
45	98	0	n
46	98	0	n
47	98	0	n
48	98	0	n
49	98	0	n
50	98	0	n
52	98	0	n
53	98	0	n
54	98	0	n
55	98	0	n
57	98	0	n
61	98	0	n
62	98	0	n
63	98	0	n
64	98	0	n
65	98	0	n
66	98	0	n
67	98	0	n
68	98	0	n
70	98	0	n
71	98	0	n
72	98	0	n
73	98	1	up
74	98	0	n
75	98	0	n
76	98	0	n
77	98	0	n
78	98	0	n
79	98	0	n
80	98	0	n
81	98	0	n
82	98	0	n
83	98	0	n
84	98	0	n
85	98	0	n
86	98	0	n
87	98	0	n
88	98	0	n
89	98	0	n
90	98	0	n
91	98	0	n
92	98	0	n
93	98	0	n
94	98	0	n
95	98	0	n
96	98	0	n
97	98	0	n
24	99	0	n
25	99	0	n
28	99	0	n
29	99	0	n
30	99	0	n
34	99	0	n
36	99	0	n
39	99	0	n
40	99	0	n
47	99	0	n
48	99	0	n
49	99	0	n
50	99	0	n
53	99	0	n
55	99	0	n
56	99	0	n
58	99	0	n
59	99	0	n
60	99	0	n
61	99	0	n
62	99	0	n
63	99	0	n
64	99	0	n
65	99	0	n
66	99	0	n
67	99	0	n
68	99	0	n
69	99	0	n
70	99	0	n
71	99	0	n
72	99	0	n
73	99	0	n
74	99	0	n
76	99	0	n
77	99	0	n
78	99	0	n
79	99	0	n
80	99	0	n
81	99	0	n
82	99	0	n
83	99	0	n
84	99	0	n
85	99	0	n
86	99	0	n
87	99	0	n
88	99	0	n
89	99	0	n
90	99	0	n
91	99	0	n
92	99	0	n
93	99	0	n
94	99	0	n
95	99	0	n
96	99	0	n
97	99	0	n
98	99	0	n
25	100	0	n
27	100	0	n
28	100	0	n
30	100	0	n
32	100	0	n
34	100	0	n
35	100	0	n
36	100	0	n
37	100	0	n
38	100	0	n
39	100	0	n
46	100	0	n
47	100	0	n
48	100	0	n
49	100	0	n
50	100	0	n
52	100	0	n
53	100	0	n
55	100	0	n
56	100	0	n
57	100	0	n
58	100	0	n
60	100	0	n
61	100	0	n
63	100	0	n
64	100	0	n
66	100	0	n
67	100	0	n
68	100	0	n
69	100	0	n
70	100	0	n
71	100	0	n
72	100	0	n
73	100	0	n
74	100	0	n
75	100	0	n
76	100	0	n
77	100	0	n
78	100	0	n
79	100	0	n
80	100	0	n
81	100	0	n
82	100	0	n
83	100	0	n
84	100	0	n
85	100	0	n
86	100	0	n
87	100	0	n
89	100	0	n
90	100	0	n
91	100	0	n
92	100	0	n
93	100	0	n
94	100	0	n
95	100	0	n
96	100	0	n
97	100	0	n
98	100	0	n
99	100	0	n
29	101	0	n
30	101	0	n
34	101	0	n
35	101	0	n
36	101	0	n
37	101	0	n
38	101	0	n
39	101	0	n
40	101	0	n
42	101	0	n
43	101	0	n
44	101	0	n
47	101	0	n
48	101	0	n
49	101	0	n
50	101	0	n
51	101	0	n
52	101	0	n
53	101	0	n
54	101	0	n
55	101	0	n
56	101	0	n
59	101	0	n
60	101	0	n
61	101	0	n
62	101	0	n
63	101	0	n
64	101	0	n
65	101	0	n
66	101	0	n
67	101	0	n
68	101	0	n
69	101	0	n
70	101	0	n
71	101	0	n
72	101	0	n
73	101	0	n
74	101	0	n
75	101	0	n
76	101	0	n
77	101	0	n
78	101	0	n
79	101	0	n
80	101	0	n
81	101	0	n
82	101	0	n
83	101	0	n
84	101	0	n
85	101	0	n
86	101	1	down
87	101	0	n
88	101	0	n
89	101	0	n
90	101	0	n
91	101	0	n
92	101	0	n
93	101	0	n
94	101	0	n
95	101	0	n
96	101	0	n
97	101	0	n
98	101	0	n
99	101	0	n
100	101	0	n
27	102	0	n
28	102	0	n
29	102	0	n
30	102	0	n
31	102	0	n
32	102	0	n
33	102	0	n
34	102	0	n
35	102	0	n
36	102	0	n
37	102	0	n
38	102	0	n
39	102	0	n
40	102	0	n
44	102	0	n
47	102	0	n
48	102	0	n
49	102	0	n
52	102	0	n
53	102	0	n
55	102	0	n
58	102	0	n
59	102	0	n
60	102	0	n
61	102	0	n
62	102	0	n
63	102	0	n
64	102	0	n
65	102	0	n
66	102	0	n
67	102	0	n
68	102	0	n
69	102	0	n
70	102	0	n
71	102	0	n
72	102	0	n
73	102	0	n
74	102	0	n
75	102	0	n
76	102	0	n
77	102	0	n
78	102	0	n
79	102	0	n
80	102	0	n
81	102	0	n
82	102	0	n
83	102	0	n
84	102	0	n
85	102	0	n
86	102	0	n
87	102	0	n
88	102	0	n
89	102	0	n
90	102	0	n
91	102	0	n
92	102	0	n
93	102	0	n
94	102	0	n
95	102	0	n
96	102	0	n
97	102	0	n
98	102	0	n
99	102	0	n
100	102	0	n
101	102	0	n
24	103	0	n
26	103	0	n
27	103	0	n
28	103	0	n
29	103	0	n
30	103	0	n
31	103	0	n
33	103	0	n
34	103	0	n
35	103	0	n
36	103	0	n
38	103	0	n
39	103	0	n
40	103	0	n
43	103	0	n
44	103	0	n
46	103	0	n
47	103	0	n
48	103	0	n
49	103	0	n
50	103	0	n
51	103	0	n
52	103	0	n
53	103	0	n
56	103	0	n
59	103	0	n
60	103	0	n
62	103	0	n
63	103	0	n
65	103	0	n
66	103	0	n
67	103	0	n
68	103	0	n
69	103	0	n
70	103	0	n
71	103	0	n
72	103	0	n
73	103	0	n
74	103	0	n
75	103	0	n
76	103	0	n
77	103	0	n
78	103	0	n
79	103	0	n
80	103	0	n
81	103	0	n
82	103	0	n
83	103	0	n
84	103	0	n
85	103	0	n
86	103	0	n
87	103	0	n
88	103	0	n
89	103	0	n
90	103	0	n
91	103	0	n
92	103	0	n
93	103	0	n
94	103	0	n
95	103	0	n
96	103	0	n
97	103	0	n
98	103	0	n
99	103	0	n
100	103	0	n
101	103	0	n
102	103	0	n
16	104	0	n
22	104	0	n
26	104	0	n
28	104	0	n
30	104	0	n
32	104	0	n
33	104	0	n
34	104	0	n
35	104	0	n
38	104	0	n
39	104	0	n
42	104	0	n
46	104	0	n
47	104	0	n
48	104	0	n
50	104	0	n
51	104	0	n
52	104	0	n
53	104	0	n
54	104	0	n
55	104	0	n
56	104	0	n
57	104	0	n
58	104	0	n
59	104	0	n
60	104	0	n
61	104	0	n
62	104	0	n
63	104	0	n
66	104	0	n
67	104	0	n
68	104	0	n
69	104	0	n
70	104	0	n
71	104	1	down
72	104	0	n
73	104	0	n
74	104	0	n
75	104	0	n
76	104	0	n
77	104	0	n
78	104	0	n
79	104	0	n
80	104	0	n
81	104	0	n
82	104	0	n
83	104	0	n
84	104	0	n
85	104	0	n
86	104	0	n
87	104	0	n
88	104	0	n
89	104	0	n
90	104	0	n
91	104	0	n
92	104	0	n
93	104	0	n
94	104	0	n
95	104	0	n
96	104	0	n
97	104	0	n
98	104	0	n
99	104	0	n
100	104	0	n
101	104	0	n
102	104	0	n
103	104	0	n
27	105	0	n
28	105	0	n
29	105	0	n
32	105	0	n
33	105	0	n
34	105	0	n
36	105	0	n
37	105	0	n
38	105	0	n
39	105	0	n
41	105	0	n
47	105	0	n
48	105	0	n
50	105	0	n
51	105	0	n
52	105	0	n
53	105	0	n
54	105	0	n
56	105	0	n
57	105	0	n
60	105	0	n
61	105	0	n
62	105	0	n
63	105	0	n
65	105	0	n
66	105	0	n
67	105	0	n
68	105	0	n
70	105	0	n
71	105	0	n
72	105	0	n
73	105	0	n
74	105	0	n
76	105	0	n
77	105	0	n
78	105	0	n
79	105	0	n
80	105	0	n
81	105	0	n
82	105	0	n
83	105	0	n
84	105	0	n
85	105	0	n
86	105	0	n
87	105	0	n
88	105	0	n
89	105	0	n
90	105	0	n
91	105	0	n
92	105	0	n
93	105	0	n
94	105	0	n
95	105	0	n
96	105	0	n
97	105	0	n
98	105	0	n
99	105	0	n
100	105	0	n
101	105	0	n
102	105	0	n
103	105	0	n
104	105	0	n
26	106	0	n
27	106	0	n
28	106	0	n
29	106	0	n
30	106	0	n
32	106	0	n
34	106	0	n
37	106	0	n
38	106	0	n
41	106	0	n
45	106	0	n
51	106	0	n
52	106	0	n
53	106	0	n
54	106	0	n
56	106	0	n
57	106	0	n
58	106	0	n
59	106	0	n
60	106	0	n
61	106	0	n
62	106	0	n
63	106	0	n
64	106	0	n
65	106	0	n
66	106	0	n
67	106	0	n
68	106	0	n
69	106	0	n
70	106	0	n
71	106	0	n
73	106	0	n
74	106	0	n
76	106	0	n
77	106	0	n
78	106	0	n
79	106	0	n
80	106	0	n
81	106	0	n
82	106	0	n
83	106	0	n
84	106	0	n
85	106	0	n
86	106	0	n
87	106	0	n
88	106	0	n
89	106	0	n
90	106	0	n
91	106	0	n
92	106	0	n
93	106	0	n
94	106	0	n
95	106	0	n
96	106	0	n
97	106	0	n
98	106	0	n
99	106	0	n
100	106	0	n
101	106	1	down
102	106	0	n
103	106	0	n
104	106	0	n
105	106	0	n
22	107	0	n
26	107	0	n
27	107	0	n
28	107	0	n
29	107	0	n
31	107	0	n
32	107	0	n
33	107	0	n
35	107	0	n
38	107	0	n
39	107	0	n
42	107	0	n
43	107	0	n
45	107	0	n
46	107	0	n
47	107	0	n
50	107	0	n
51	107	0	n
52	107	0	n
54	107	0	n
55	107	0	n
56	107	0	n
58	107	0	n
61	107	0	n
62	107	0	n
63	107	0	n
65	107	0	n
66	107	0	n
67	107	0	n
68	107	0	n
69	107	0	n
70	107	0	n
71	107	0	n
72	107	0	n
73	107	0	n
74	107	0	n
75	107	0	n
77	107	0	n
78	107	0	n
79	107	0	n
80	107	0	n
81	107	0	n
82	107	0	n
83	107	0	n
84	107	0	n
85	107	0	n
86	107	0	n
87	107	0	n
88	107	0	n
89	107	0	n
90	107	0	n
91	107	0	n
92	107	0	n
93	107	0	n
94	107	0	n
95	107	0	n
96	107	0	n
97	107	0	n
98	107	0	n
99	107	0	n
100	107	0	n
101	107	0	n
102	107	0	n
103	107	1	up
104	107	0	n
105	107	0	n
106	107	0	n
26	108	0	n
27	108	0	n
30	108	0	n
32	108	0	n
33	108	0	n
34	108	0	n
35	108	0	n
39	108	0	n
47	108	0	n
48	108	0	n
52	108	0	n
54	108	0	n
55	108	0	n
56	108	0	n
58	108	0	n
60	108	0	n
61	108	0	n
63	108	0	n
64	108	0	n
67	108	0	n
69	108	0	n
70	108	0	n
71	108	0	n
72	108	0	n
73	108	0	n
75	108	0	n
77	108	0	n
78	108	0	n
79	108	0	n
80	108	0	n
81	108	0	n
82	108	0	n
83	108	0	n
84	108	0	n
85	108	0	n
86	108	0	n
87	108	0	n
88	108	0	n
89	108	0	n
90	108	0	n
91	108	0	n
92	108	0	n
93	108	0	n
94	108	1	up
95	108	0	n
96	108	0	n
97	108	0	n
98	108	0	n
99	108	0	n
100	108	0	n
101	108	0	n
102	108	0	n
103	108	0	n
104	108	0	n
105	108	0	n
106	108	0	n
107	108	0	n
27	109	0	n
28	109	0	n
29	109	0	n
30	109	0	n
31	109	0	n
32	109	0	n
33	109	0	n
38	109	0	n
40	109	0	n
44	109	0	n
45	109	0	n
47	109	0	n
48	109	0	n
49	109	0	n
50	109	0	n
52	109	0	n
53	109	0	n
56	109	0	n
60	109	0	n
63	109	0	n
66	109	0	n
67	109	0	n
68	109	0	n
69	109	0	n
70	109	0	n
71	109	0	n
72	109	0	n
73	109	0	n
74	109	0	n
75	109	0	n
76	109	0	n
77	109	0	n
78	109	0	n
79	109	0	n
80	109	0	n
81	109	0	n
82	109	0	n
83	109	0	n
84	109	0	n
85	109	0	n
86	109	0	n
87	109	0	n
88	109	0	n
89	109	0	n
90	109	0	n
91	109	0	n
92	109	0	n
93	109	0	n
94	109	0	n
95	109	0	n
96	109	0	n
97	109	0	n
98	109	0	n
99	109	0	n
100	109	0	n
101	109	0	n
102	109	0	n
103	109	0	n
104	109	0	n
105	109	0	n
106	109	0	n
107	109	0	n
108	109	0	n
26	110	0	n
28	110	0	n
29	110	0	n
30	110	0	n
32	110	0	n
34	110	0	n
36	110	0	n
37	110	0	n
39	110	0	n
40	110	0	n
41	110	0	n
43	110	0	n
44	110	0	n
46	110	0	n
48	110	0	n
49	110	0	n
50	110	0	n
51	110	0	n
52	110	0	n
53	110	0	n
54	110	0	n
55	110	0	n
57	110	0	n
58	110	0	n
63	110	0	n
68	110	0	n
69	110	0	n
70	110	0	n
71	110	0	n
72	110	0	n
73	110	1	down
74	110	0	n
75	110	0	n
76	110	0	n
77	110	0	n
78	110	0	n
79	110	0	n
80	110	0	n
81	110	0	n
82	110	0	n
83	110	0	n
84	110	0	n
85	110	0	n
86	110	0	n
87	110	0	n
88	110	0	n
89	110	0	n
90	110	0	n
91	110	0	n
92	110	0	n
93	110	0	n
94	110	0	n
95	110	0	n
96	110	0	n
97	110	0	n
98	110	0	n
99	110	0	n
100	110	0	n
101	110	0	n
102	110	0	n
103	110	0	n
104	110	0	n
105	110	0	n
106	110	0	n
107	110	0	n
108	110	0	n
109	110	0	n
28	111	0	n
29	111	0	n
31	111	0	n
32	111	0	n
35	111	0	n
36	111	0	n
39	111	0	n
42	111	0	n
43	111	0	n
44	111	0	n
45	111	0	n
46	111	0	n
47	111	0	n
50	111	0	n
51	111	0	n
52	111	0	n
54	111	0	n
55	111	0	n
56	111	0	n
57	111	0	n
64	111	0	n
65	111	0	n
66	111	0	n
68	111	0	n
69	111	0	n
72	111	0	n
73	111	0	n
75	111	0	n
76	111	0	n
77	111	0	n
78	111	0	n
79	111	0	n
80	111	0	n
81	111	0	n
82	111	0	n
83	111	0	n
84	111	0	n
86	111	0	n
87	111	0	n
88	111	0	n
89	111	0	n
90	111	0	n
91	111	0	n
92	111	0	n
93	111	0	n
94	111	0	n
95	111	0	n
96	111	0	n
97	111	0	n
98	111	0	n
99	111	0	n
100	111	0	n
101	111	0	n
102	111	0	n
103	111	0	n
104	111	0	n
105	111	0	n
106	111	0	n
107	111	1	down
108	111	0	n
109	111	0	n
110	111	0	n
23	112	0	n
24	112	0	n
26	112	0	n
28	112	0	n
29	112	0	n
30	112	0	n
35	112	0	n
38	112	0	n
40	112	0	n
42	112	0	n
45	112	0	n
46	112	0	n
47	112	0	n
48	112	0	n
49	112	0	n
51	112	0	n
52	112	0	n
54	112	0	n
56	112	0	n
57	112	0	n
58	112	0	n
59	112	0	n
60	112	0	n
62	112	0	n
63	112	0	n
64	112	0	n
65	112	0	n
66	112	0	n
67	112	0	n
68	112	0	n
69	112	0	n
70	112	0	n
73	112	0	n
74	112	0	n
75	112	0	n
76	112	0	n
77	112	0	n
78	112	0	n
79	112	0	n
80	112	0	n
81	112	0	n
82	112	0	n
83	112	0	n
84	112	0	n
85	112	0	n
86	112	0	n
87	112	0	n
88	112	0	n
89	112	0	n
90	112	0	n
91	112	0	n
92	112	0	n
93	112	0	n
94	112	0	n
95	112	0	n
96	112	0	n
97	112	0	n
98	112	0	n
99	112	0	n
100	112	0	n
101	112	0	n
102	112	0	n
103	112	0	n
104	112	0	n
105	112	0	n
106	112	0	n
107	112	0	n
108	112	0	n
109	112	0	n
110	112	0	n
111	112	0	n
27	113	0	n
30	113	0	n
31	113	0	n
32	113	0	n
34	113	0	n
35	113	0	n
37	113	0	n
38	113	0	n
39	113	0	n
40	113	0	n
42	113	0	n
48	113	0	n
49	113	0	n
50	113	0	n
52	113	0	n
55	113	0	n
57	113	0	n
58	113	0	n
59	113	0	n
62	113	0	n
63	113	0	n
64	113	0	n
65	113	0	n
66	113	0	n
67	113	0	n
68	113	0	n
70	113	0	n
71	113	0	n
72	113	0	n
73	113	0	n
74	113	0	n
75	113	0	n
76	113	0	n
77	113	0	n
78	113	0	n
79	113	0	n
80	113	0	n
81	113	0	n
82	113	0	n
83	113	0	n
84	113	0	n
85	113	0	n
86	113	0	n
87	113	0	n
88	113	0	n
89	113	0	n
90	113	0	n
91	113	0	n
92	113	0	n
93	113	0	n
94	113	0	n
95	113	0	n
96	113	0	n
97	113	0	n
98	113	0	n
99	113	0	n
100	113	0	n
101	113	0	n
102	113	0	n
103	113	0	n
104	113	0	n
105	113	0	n
106	113	0	n
107	113	0	n
108	113	0	n
109	113	0	n
110	113	0	n
111	113	0	n
112	113	0	n
18	114	0	n
22	114	0	n
25	114	0	n
27	114	0	n
28	114	0	n
30	114	0	n
32	114	0	n
34	114	0	n
35	114	0	n
37	114	0	n
39	114	0	n
40	114	0	n
41	114	0	n
42	114	0	n
43	114	0	n
44	114	0	n
47	114	0	n
48	114	0	n
49	114	0	n
50	114	0	n
52	114	0	n
53	114	0	n
55	114	0	n
56	114	0	n
57	114	0	n
58	114	0	n
60	114	0	n
62	114	0	n
63	114	0	n
64	114	0	n
65	114	0	n
66	114	0	n
67	114	0	n
68	114	0	n
69	114	0	n
70	114	0	n
71	114	0	n
72	114	0	n
73	114	0	n
74	114	0	n
75	114	0	n
76	114	0	n
77	114	0	n
79	114	0	n
80	114	0	n
81	114	0	n
82	114	0	n
83	114	0	n
84	114	0	n
85	114	0	n
86	114	0	n
88	114	0	n
89	114	0	n
90	114	0	n
91	114	0	n
92	114	0	n
93	114	0	n
94	114	0	n
95	114	0	n
96	114	0	n
97	114	0	n
98	114	0	n
99	114	0	n
100	114	0	n
101	114	0	n
102	114	0	n
103	114	0	n
104	114	0	n
105	114	0	n
106	114	0	n
107	114	0	n
108	114	0	n
109	114	0	n
110	114	0	n
111	114	0	n
112	114	0	n
113	114	0	n
26	115	0	n
29	115	0	n
30	115	0	n
31	115	0	n
35	115	0	n
37	115	0	n
38	115	0	n
40	115	0	n
41	115	0	n
42	115	0	n
43	115	0	n
44	115	0	n
46	115	0	n
49	115	0	n
51	115	0	n
